instance_id,n_vars,n_clauses,method,satisfiable,time_seconds,solution
3,4,10,BruteForce,U,1.9958242774009705e-05,{}
4,4,10,BruteForce,S,4.916917532682419e-06,"{1: True, 2: True, 3: True, 4: False}"
5,4,10,BruteForce,S,9.249895811080933e-06,"{1: False, 2: False, 3: True, 4: True}"
